Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RaceName,EventDate,Round,FinishPosition,Points
0 days 01:12:57.726000,NOR,4,117.099,1.0,1.0,,,,20.913,54.007,,0 days 01:12:03.826000,0 days 01:12:57.784000,242.0,284.0,269.0,227.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 01:11:00.355000,2025-03-16 04:18:22.974,124,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:15:47.663000,NOR,4,,2.0,1.0,,0 days 01:15:36.644000,58.907,38.076,72.905,0 days 01:13:56.774000,0 days 01:14:34.847000,0 days 01:15:47.721000,68.0,223.0,,242.0,False,INTERMEDIATE,2.0,True,McLaren,0 days 01:12:57.726000,2025-03-16 04:20:20.345,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:18:29.359000,NOR,4,,3.0,2.0,0 days 01:15:50.143000,0 days 01:18:18.691000,56.498,34.215,71.01,0 days 01:16:44.192000,0 days 01:17:18.529000,0 days 01:18:29.450000,84.0,149.0,,184.0,False,INTERMEDIATE,3.0,False,McLaren,0 days 01:15:47.663000,2025-03-16 04:23:10.282,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:21:05.355000,NOR,4,,4.0,3.0,0 days 01:18:31.544000,0 days 01:20:54.690000,55.356,32.664,68.033,0 days 01:19:24.745000,0 days 01:19:57.424000,0 days 01:21:05.559000,83.0,239.0,,188.0,False,INTERMEDIATE,4.0,False,McLaren,0 days 01:18:29.359000,2025-03-16 04:25:51.978,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:23:29.003000,NOR,4,143.648,5.0,4.0,0 days 01:21:07.473000,,53.992,31.669,57.987,0 days 01:21:59.405000,0 days 01:22:31.074000,0 days 01:23:29.061000,89.0,144.0,260.0,186.0,False,INTERMEDIATE,5.0,False,McLaren,0 days 01:21:05.355000,2025-03-16 04:28:27.974,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:25:49.426000,NOR,4,140.423,6.0,4.0,,,48.236,33.814,58.373,0 days 01:24:17.297000,0 days 01:24:51.111000,0 days 01:25:49.484000,154.0,186.0,247.0,180.0,True,INTERMEDIATE,6.0,False,McLaren,0 days 01:23:29.003000,2025-03-16 04:30:51.622,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:28:06.534000,NOR,4,137.108,7.0,4.0,,,46.009,30.022,61.077,0 days 01:26:35.493000,0 days 01:27:05.515000,0 days 01:28:06.592000,146.0,147.0,274.0,218.0,True,INTERMEDIATE,7.0,False,McLaren,0 days 01:25:49.426000,2025-03-16 04:33:12.045,41,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:29:42.812000,NOR,4,96.278,8.0,4.0,,,34.845,20.542,40.891,0 days 01:28:41.437000,0 days 01:29:01.979000,0 days 01:29:42.870000,252.0,289.0,277.0,276.0,True,INTERMEDIATE,8.0,False,McLaren,0 days 01:28:06.534000,2025-03-16 04:35:29.153,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:31:17.450000,NOR,4,94.638,9.0,4.0,,,34.182,19.932,40.524,0 days 01:30:17.052000,0 days 01:30:36.984000,0 days 01:31:17.508000,255.0,290.0,279.0,281.0,True,INTERMEDIATE,9.0,False,McLaren,0 days 01:29:42.812000,2025-03-16 04:37:05.431,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:32:49.580000,NOR,4,92.13,10.0,4.0,,,32.775,19.521,39.834,0 days 01:31:50.283000,0 days 01:32:09.804000,0 days 01:32:49.638000,258.0,289.0,279.0,280.0,True,INTERMEDIATE,10.0,False,McLaren,0 days 01:31:17.450000,2025-03-16 04:38:40.069,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:34:21.769000,NOR,4,92.189,11.0,4.0,,,32.971,19.542,39.676,0 days 01:33:22.609000,0 days 01:33:42.151000,0 days 01:34:21.827000,,291.0,278.0,278.0,False,INTERMEDIATE,11.0,False,McLaren,0 days 01:32:49.580000,2025-03-16 04:40:12.199,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:35:53.547000,NOR,4,91.778,12.0,4.0,,,33.041,19.428,39.309,0 days 01:34:54.868000,0 days 01:35:14.296000,0 days 01:35:53.605000,,289.0,280.0,284.0,True,INTERMEDIATE,12.0,False,McLaren,0 days 01:34:21.769000,2025-03-16 04:41:44.388,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:37:24.865000,NOR,4,91.318,13.0,4.0,,,32.701,19.369,39.248,0 days 01:36:26.306000,0 days 01:36:45.675000,0 days 01:37:24.923000,260.0,290.0,280.0,279.0,True,INTERMEDIATE,13.0,False,McLaren,0 days 01:35:53.547000,2025-03-16 04:43:16.166,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:38:55.660000,NOR,4,90.795,14.0,4.0,,,32.293,19.273,39.229,0 days 01:37:57.216000,0 days 01:38:16.489000,0 days 01:38:55.718000,261.0,288.0,281.0,282.0,True,INTERMEDIATE,14.0,False,McLaren,0 days 01:37:24.865000,2025-03-16 04:44:47.484,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:40:25.886000,NOR,4,90.226,15.0,4.0,,,32.127,19.243,38.856,0 days 01:39:27.845000,0 days 01:39:47.088000,0 days 01:40:25.944000,264.0,290.0,281.0,281.0,True,INTERMEDIATE,15.0,False,McLaren,0 days 01:38:55.660000,2025-03-16 04:46:18.279,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:41:55.838000,NOR,4,89.952,16.0,4.0,,,31.957,19.167,38.828,0 days 01:40:57.901000,0 days 01:41:17.068000,0 days 01:41:55.896000,262.0,292.0,282.0,,True,INTERMEDIATE,16.0,False,McLaren,0 days 01:40:25.886000,2025-03-16 04:47:48.505,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:43:26.102000,NOR,4,90.264,17.0,4.0,,,31.99,19.045,39.229,0 days 01:42:27.886000,0 days 01:42:46.931000,0 days 01:43:26.160000,264.0,293.0,281.0,284.0,False,INTERMEDIATE,17.0,False,McLaren,0 days 01:41:55.838000,2025-03-16 04:49:18.457,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:44:56.248000,NOR,4,90.146,18.0,4.0,,,31.867,18.988,39.291,0 days 01:43:58.027000,0 days 01:44:17.015000,0 days 01:44:56.306000,265.0,292.0,281.0,283.0,False,INTERMEDIATE,18.0,False,McLaren,0 days 01:43:26.102000,2025-03-16 04:50:48.721,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:46:26.799000,NOR,4,90.551,19.0,4.0,,,31.922,19.008,39.621,0 days 01:45:28.228000,0 days 01:45:47.236000,0 days 01:46:26.857000,266.0,293.0,281.0,,False,INTERMEDIATE,19.0,False,McLaren,0 days 01:44:56.248000,2025-03-16 04:52:18.867,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:47:57.509000,NOR,4,90.71,20.0,4.0,,,32.482,19.053,39.175,0 days 01:46:59.339000,0 days 01:47:18.392000,0 days 01:47:57.567000,263.0,292.0,281.0,289.0,False,INTERMEDIATE,20.0,False,McLaren,0 days 01:46:26.799000,2025-03-16 04:53:49.418,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:49:27.743000,NOR,4,90.234,21.0,4.0,,,31.839,18.967,39.428,0 days 01:48:29.406000,0 days 01:48:48.373000,0 days 01:49:27.801000,265.0,292.0,281.0,287.0,False,INTERMEDIATE,21.0,False,McLaren,0 days 01:47:57.509000,2025-03-16 04:55:20.128,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:50:58.043000,NOR,4,90.3,22.0,4.0,,,31.922,18.944,39.434,0 days 01:49:59.723000,0 days 01:50:18.667000,0 days 01:50:58.101000,264.0,292.0,283.0,283.0,False,INTERMEDIATE,22.0,False,McLaren,0 days 01:49:27.743000,2025-03-16 04:56:50.362,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:52:27.965000,NOR,4,89.922,23.0,4.0,,,31.865,18.917,39.14,0 days 01:51:29.966000,0 days 01:51:48.883000,0 days 01:52:28.023000,266.0,294.0,283.0,288.0,True,INTERMEDIATE,23.0,False,McLaren,0 days 01:50:58.043000,2025-03-16 04:58:20.662,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:53:57.652000,NOR,4,89.687,24.0,4.0,,,31.717,18.812,39.158,0 days 01:52:59.740000,0 days 01:53:18.552000,0 days 01:53:57.710000,267.0,295.0,284.0,287.0,True,INTERMEDIATE,24.0,False,McLaren,0 days 01:52:27.965000,2025-03-16 04:59:50.584,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:55:27.253000,NOR,4,89.601,25.0,4.0,,,31.927,18.809,38.865,0 days 01:54:29.637000,0 days 01:54:48.446000,0 days 01:55:27.311000,268.0,295.0,285.0,283.0,True,INTERMEDIATE,25.0,False,McLaren,0 days 01:53:57.652000,2025-03-16 05:01:20.271,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:56:56.413000,NOR,4,89.16,26.0,4.0,,,31.638,18.793,38.729,0 days 01:55:58.949000,0 days 01:56:17.742000,0 days 01:56:56.471000,267.0,294.0,285.0,289.0,True,INTERMEDIATE,26.0,False,McLaren,0 days 01:55:27.253000,2025-03-16 05:02:49.872,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:58:25.663000,NOR,4,89.25,27.0,4.0,,,31.708,18.743,38.799,0 days 01:57:28.179000,0 days 01:57:46.922000,0 days 01:58:25.721000,269.0,297.0,285.0,291.0,False,INTERMEDIATE,27.0,False,McLaren,0 days 01:56:56.413000,2025-03-16 05:04:19.032,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:59:54.760000,NOR,4,89.097,28.0,4.0,,,31.595,18.795,38.707,0 days 01:58:57.316000,0 days 01:59:16.111000,0 days 01:59:54.818000,270.0,301.0,287.0,290.0,True,INTERMEDIATE,28.0,False,McLaren,0 days 01:58:25.663000,2025-03-16 05:05:48.282,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:01:23.117000,NOR,4,88.357,29.0,4.0,,,31.183,18.556,38.618,0 days 02:00:26.001000,0 days 02:00:44.557000,0 days 02:01:23.175000,272.0,318.0,287.0,291.0,True,INTERMEDIATE,29.0,False,McLaren,0 days 01:59:54.760000,2025-03-16 05:07:17.379,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:02:51.149000,NOR,4,88.032,30.0,4.0,,,31.395,18.641,37.996,0 days 02:01:54.570000,0 days 02:02:13.211000,0 days 02:02:51.207000,269.0,296.0,286.0,292.0,True,INTERMEDIATE,30.0,False,McLaren,0 days 02:01:23.117000,2025-03-16 05:08:45.736,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:04:18.844000,NOR,4,87.695,31.0,4.0,,,31.136,18.747,37.812,0 days 02:03:22.343000,0 days 02:03:41.090000,0 days 02:04:18.902000,272.0,297.0,286.0,295.0,True,INTERMEDIATE,31.0,False,McLaren,0 days 02:02:51.149000,2025-03-16 05:10:13.768,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:05:46.644000,NOR,4,87.8,32.0,4.0,,,31.021,18.717,38.062,0 days 02:04:49.923000,0 days 02:05:08.640000,0 days 02:05:46.702000,270.0,300.0,288.0,,False,INTERMEDIATE,32.0,False,McLaren,0 days 02:04:18.844000,2025-03-16 05:11:41.463,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:07:14.139000,NOR,4,87.495,33.0,4.0,,,31.193,18.769,37.533,0 days 02:06:17.895000,0 days 02:06:36.664000,0 days 02:07:14.197000,269.0,298.0,287.0,291.0,True,INTERMEDIATE,33.0,False,McLaren,0 days 02:05:46.644000,2025-03-16 05:13:09.263,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:09:16.412000,NOR,4,122.273,34.0,4.0,,0 days 02:09:00.096000,30.897,28.566,62.81,0 days 02:07:45.094000,0 days 02:08:13.660000,0 days 02:09:16.470000,267.0,212.0,,294.0,False,INTERMEDIATE,34.0,False,McLaren,0 days 02:07:14.139000,2025-03-16 05:14:36.758,124,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:11:19.860000,NOR,4,123.448,35.0,5.0,0 days 02:09:18.613000,,46.512,32.868,44.068,0 days 02:10:02.982000,0 days 02:10:35.850000,0 days 02:11:19.918000,244.0,245.0,270.0,179.0,False,HARD,2.0,False,McLaren,0 days 02:09:16.412000,2025-03-16 05:16:39.031,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:13:36.743000,NOR,4,136.883,36.0,5.0,,,47.119,35.095,54.669,0 days 02:12:07.037000,0 days 02:12:42.132000,0 days 02:13:36.801000,145.0,151.0,167.0,184.0,False,HARD,3.0,False,McLaren,0 days 02:11:19.860000,2025-03-16 05:18:42.479,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:16:13.634000,NOR,4,,37.0,5.0,,,44.919,41.079,70.942,0 days 02:14:21.883000,0 days 02:15:02.839000,0 days 02:16:13.692000,110.0,204.0,134.0,246.0,False,HARD,4.0,False,McLaren,0 days 02:13:36.743000,2025-03-16 05:20:59.362,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:18:34.654000,NOR,4,141.02,38.0,5.0,,,45.763,41.277,53.98,0 days 02:16:59.455000,0 days 02:17:40.732000,0 days 02:18:34.712000,169.0,168.0,269.0,186.0,False,HARD,5.0,False,McLaren,0 days 02:16:13.634000,2025-03-16 05:23:36.253,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:20:48.348000,NOR,4,133.694,39.0,5.0,,,44.586,34.303,54.805,0 days 02:19:19.298000,0 days 02:19:53.601000,0 days 02:20:48.406000,117.0,156.0,257.0,224.0,False,HARD,6.0,False,McLaren,0 days 02:18:34.654000,2025-03-16 05:25:57.273,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:23:03.685000,NOR,4,135.337,40.0,5.0,,,47.795,33.656,53.886,0 days 02:21:36.201000,0 days 02:22:09.857000,0 days 02:23:03.743000,178.0,199.0,181.0,151.0,False,HARD,7.0,False,McLaren,0 days 02:20:48.348000,2025-03-16 05:28:10.967,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:25:17.622000,NOR,4,133.937,41.0,5.0,,,44.793,29.454,59.69,0 days 02:23:48.536000,0 days 02:24:17.990000,0 days 02:25:17.680000,216.0,241.0,287.0,211.0,False,HARD,8.0,False,McLaren,0 days 02:23:03.685000,2025-03-16 05:30:26.304,41,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:26:41.419000,NOR,4,83.797,42.0,5.0,,,30.016,18.891,34.89,0 days 02:25:47.696000,0 days 02:26:06.587000,0 days 02:26:41.477000,266.0,292.0,291.0,298.0,True,HARD,9.0,False,McLaren,0 days 02:25:17.622000,2025-03-16 05:32:40.241,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:28:03.586000,NOR,4,82.167,43.0,5.0,,,28.553,18.537,35.077,0 days 02:27:10.030000,0 days 02:27:28.567000,0 days 02:28:03.644000,271.0,290.0,292.0,300.0,True,HARD,10.0,False,McLaren,0 days 02:26:41.419000,2025-03-16 05:34:04.038,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:29:49.173000,NOR,4,105.587,44.0,5.0,,0 days 02:29:33.442000,28.841,18.581,58.165,0 days 02:28:32.485000,0 days 02:28:51.066000,0 days 02:29:49.231000,272.0,289.0,,305.0,False,HARD,11.0,False,McLaren,0 days 02:28:03.586000,2025-03-16 05:35:26.205,12,6.0,True,TRACK LIMITS AT TURN 12 LAP 44 ,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:31:25.580000,NOR,4,96.407,45.0,6.0,0 days 02:29:51.347000,,37.17,18.913,40.324,0 days 02:30:26.401000,0 days 02:30:45.314000,0 days 02:31:25.638000,273.0,297.0,299.0,223.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 02:29:49.173000,2025-03-16 05:37:11.792,21,6.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:32:57.147000,NOR,4,91.567,46.0,6.0,,,31.083,19.028,41.456,0 days 02:31:56.721000,0 days 02:32:15.749000,0 days 02:32:57.205000,267.0,294.0,287.0,292.0,False,INTERMEDIATE,2.0,True,McLaren,0 days 02:31:25.580000,2025-03-16 05:38:48.199,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:34:50.875000,NOR,4,113.728,47.0,6.0,,,36.023,26.573,51.132,0 days 02:33:33.228000,0 days 02:33:59.801000,0 days 02:34:50.933000,264.0,160.0,278.0,228.0,False,INTERMEDIATE,3.0,True,McLaren,0 days 02:32:57.147000,2025-03-16 05:40:19.766,124,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:37:07.870000,NOR,4,136.995,48.0,6.0,,,42.091,29.643,65.261,0 days 02:35:33.024000,0 days 02:36:02.667000,0 days 02:37:07.928000,123.0,206.0,140.0,224.0,False,INTERMEDIATE,4.0,True,McLaren,0 days 02:34:50.875000,2025-03-16 05:42:13.494,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:39:32.849000,NOR,4,144.979,49.0,6.0,,,52.528,32.458,59.993,0 days 02:38:00.456000,0 days 02:38:32.914000,0 days 02:39:32.907000,216.0,134.0,235.0,147.0,False,INTERMEDIATE,5.0,True,McLaren,0 days 02:37:07.870000,2025-03-16 05:44:30.489,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:41:55.244000,NOR,4,142.395,50.0,6.0,,,53.654,31.089,57.652,0 days 02:40:26.561000,0 days 02:40:57.650000,0 days 02:41:55.302000,119.0,226.0,266.0,128.0,False,INTERMEDIATE,6.0,True,McLaren,0 days 02:39:32.849000,2025-03-16 05:46:55.468,4,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:44:09.422000,NOR,4,134.178,51.0,6.0,,,46.614,29.935,57.629,0 days 02:42:41.916000,0 days 02:43:11.851000,0 days 02:44:09.480000,230.0,231.0,283.0,193.0,False,INTERMEDIATE,7.0,True,McLaren,0 days 02:41:55.244000,2025-03-16 05:49:17.863,41,1.0,False,,False,False,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:45:42.620000,NOR,4,93.198,52.0,6.0,,,33.533,19.49,40.175,0 days 02:44:43.013000,0 days 02:45:02.503000,0 days 02:45:42.678000,263.0,293.0,286.0,268.0,False,INTERMEDIATE,8.0,True,McLaren,0 days 02:44:09.422000,2025-03-16 05:51:32.041,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:47:13.102000,NOR,4,90.482,53.0,6.0,,,32.025,19.219,39.238,0 days 02:46:14.703000,0 days 02:46:33.922000,0 days 02:47:13.160000,267.0,287.0,289.0,290.0,False,INTERMEDIATE,9.0,True,McLaren,0 days 02:45:42.620000,2025-03-16 05:53:05.239,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:48:42.530000,NOR,4,89.428,54.0,6.0,,,31.71,18.906,38.812,0 days 02:47:44.870000,0 days 02:48:03.776000,0 days 02:48:42.588000,272.0,293.0,288.0,289.0,False,INTERMEDIATE,10.0,True,McLaren,0 days 02:47:13.102000,2025-03-16 05:54:35.721,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:50:11.725000,NOR,4,89.195,55.0,6.0,,,30.994,19.466,38.735,0 days 02:49:13.582000,0 days 02:49:33.048000,0 days 02:50:11.783000,273.0,297.0,288.0,295.0,False,INTERMEDIATE,11.0,True,McLaren,0 days 02:48:42.530000,2025-03-16 05:56:05.149,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:51:39.721000,NOR,4,87.996,56.0,6.0,,,30.804,18.717,38.475,0 days 02:50:42.587000,0 days 02:51:01.304000,0 days 02:51:39.779000,,295.0,288.0,293.0,False,INTERMEDIATE,12.0,True,McLaren,0 days 02:50:11.725000,2025-03-16 05:57:34.344,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 02:53:06.847000,NOR,4,87.126,57.0,6.0,,,30.396,18.664,38.066,0 days 02:52:10.175000,0 days 02:52:28.839000,0 days 02:53:06.905000,274.0,299.0,289.0,300.0,False,INTERMEDIATE,13.0,True,McLaren,0 days 02:51:39.721000,2025-03-16 05:59:02.340,1,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,1.0,25.0
0 days 01:00:42.370000,NOR,4,99.268,1.0,1.0,,,,29.65,41.8,,0 days 01:00:00.738000,0 days 01:00:42.538000,281.0,274.0,260.0,311.0,False,MEDIUM,1.0,True,McLaren,0 days 00:59:02.863000,2025-03-23 07:03:38.698,12,2.0,False,,False,False,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:02:20.083000,NOR,4,97.713,2.0,1.0,,,25.957,29.636,42.12,0 days 01:01:08.394000,0 days 01:01:38.030000,0 days 01:02:20.150000,280.0,273.0,260.0,314.0,True,MEDIUM,2.0,True,McLaren,0 days 01:00:42.370000,2025-03-23 07:05:18.205,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:03:57.680000,NOR,4,97.597,3.0,1.0,,,25.951,29.694,41.952,0 days 01:02:46.101000,0 days 01:03:15.795000,0 days 01:03:57.747000,277.0,272.0,259.0,313.0,True,MEDIUM,3.0,True,McLaren,0 days 01:02:20.083000,2025-03-23 07:06:55.918,12,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:05:35.399000,NOR,4,97.719,4.0,1.0,,,26.119,29.683,41.917,0 days 01:04:23.866000,0 days 01:04:53.549000,0 days 01:05:35.466000,274.0,269.0,260.0,315.0,False,MEDIUM,4.0,True,McLaren,0 days 01:03:57.680000,2025-03-23 07:08:33.515,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:07:13.316000,NOR,4,97.917,5.0,1.0,,,26.321,29.784,41.812,0 days 01:06:01.787000,0 days 01:06:31.571000,0 days 01:07:13.383000,275.0,271.0,266.0,316.0,False,MEDIUM,5.0,True,McLaren,0 days 01:05:35.399000,2025-03-23 07:10:11.234,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:08:51.172000,NOR,4,97.856,6.0,1.0,,,26.008,29.835,42.013,0 days 01:07:39.391000,0 days 01:08:09.226000,0 days 01:08:51.239000,,269.0,260.0,314.0,False,MEDIUM,6.0,True,McLaren,0 days 01:07:13.316000,2025-03-23 07:11:49.151,12,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:10:29.346000,NOR,4,98.174,7.0,1.0,,,26.334,29.878,41.962,0 days 01:09:17.573000,0 days 01:09:47.451000,0 days 01:10:29.413000,274.0,269.0,261.0,315.0,False,MEDIUM,7.0,True,McLaren,0 days 01:08:51.172000,2025-03-23 07:13:27.007,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:12:07.633000,NOR,4,98.287,8.0,1.0,,,26.365,29.831,42.091,0 days 01:10:55.778000,0 days 01:11:25.609000,0 days 01:12:07.700000,273.0,269.0,260.0,317.0,False,MEDIUM,8.0,True,McLaren,0 days 01:10:29.346000,2025-03-23 07:15:05.181,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:13:46.147000,NOR,4,98.514,9.0,1.0,,,26.427,29.947,42.14,0 days 01:12:34.127000,0 days 01:13:04.074000,0 days 01:13:46.214000,,266.0,260.0,315.0,False,MEDIUM,9.0,True,McLaren,0 days 01:12:07.633000,2025-03-23 07:16:43.468,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:15:24.463000,NOR,4,98.316,10.0,1.0,,,26.292,29.758,42.266,0 days 01:14:12.506000,0 days 01:14:42.264000,0 days 01:15:24.530000,271.0,265.0,259.0,317.0,False,MEDIUM,10.0,True,McLaren,0 days 01:13:46.147000,2025-03-23 07:18:21.982,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:17:02.581000,NOR,4,98.118,11.0,1.0,,,26.303,29.846,41.969,0 days 01:15:50.833000,0 days 01:16:20.679000,0 days 01:17:02.648000,275.0,271.0,259.0,315.0,False,MEDIUM,11.0,True,McLaren,0 days 01:15:24.463000,2025-03-23 07:20:00.298,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:18:40.778000,NOR,4,98.197,12.0,1.0,,,26.275,29.837,42.085,0 days 01:17:28.923000,0 days 01:17:58.760000,0 days 01:18:40.845000,274.0,273.0,259.0,315.0,False,MEDIUM,12.0,True,McLaren,0 days 01:17:02.581000,2025-03-23 07:21:38.416,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:20:19.127000,NOR,4,98.349,13.0,1.0,,,26.304,29.933,42.112,0 days 01:19:07.149000,0 days 01:19:37.082000,0 days 01:20:19.194000,,272.0,260.0,314.0,False,MEDIUM,13.0,True,McLaren,0 days 01:18:40.778000,2025-03-23 07:23:16.613,1,2.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:21:57.516000,NOR,4,98.389,14.0,1.0,,,26.285,29.822,42.282,0 days 01:20:45.479000,0 days 01:21:15.301000,0 days 01:21:57.583000,,272.0,257.0,314.0,False,MEDIUM,14.0,True,McLaren,0 days 01:20:19.127000,2025-03-23 07:24:54.962,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,2.0,18.0
0 days 01:23:40.785000,NOR,4,103.269,15.0,1.0,,0 days 01:23:39.074000,26.264,29.807,47.198,0 days 01:22:23.847000,0 days 01:22:53.654000,0 days 01:23:40.852000,275.0,269.0,,314.0,False,MEDIUM,15.0,True,McLaren,0 days 01:21:57.516000,2025-03-23 07:26:33.351,1,1.0,False,,False,False,Chinese Grand Prix,2025-03-23,2,2.0,18.0
