Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RaceName,EventDate,Round,FinishPosition,Points
0 days 01:13:01.467000,PIA,81,120.807,1.0,1.0,,,,20.844,56.056,,0 days 01:12:05.490000,0 days 01:13:01.556000,244.0,298.0,267.0,226.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 01:11:00.355000,2025-03-16 04:18:22.974,124,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:15:50.986000,PIA,81,,2.0,1.0,,0 days 01:15:40.060000,58.462,37.621,73.46,0 days 01:14:00.139000,0 days 01:14:37.662000,0 days 01:15:51.065000,67.0,197.0,,191.0,False,INTERMEDIATE,2.0,True,McLaren,0 days 01:13:01.467000,2025-03-16 04:20:24.086,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:18:33.336000,PIA,81,,3.0,2.0,0 days 01:15:53.106000,0 days 01:18:21.675000,56.776,33.402,72.129,0 days 01:16:47.888000,0 days 01:17:21.286000,0 days 01:18:33.504000,61.0,233.0,,163.0,False,INTERMEDIATE,3.0,False,McLaren,0 days 01:15:50.986000,2025-03-16 04:23:13.605,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:21:08.974000,PIA,81,,4.0,3.0,0 days 01:18:35.632000,0 days 01:20:58.263000,54.05,33.43,68.245,0 days 01:19:27.526000,0 days 01:20:00.922000,0 days 01:21:09.117000,96.0,233.0,,160.0,False,INTERMEDIATE,4.0,False,McLaren,0 days 01:18:33.336000,2025-03-16 04:25:55.955,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:23:32.129000,PIA,81,143.155,5.0,4.0,0 days 01:21:11.064000,,53.433,32.176,57.546,0 days 01:22:02.486000,0 days 01:22:34.662000,0 days 01:23:32.208000,87.0,199.0,252.0,189.0,False,INTERMEDIATE,5.0,False,McLaren,0 days 01:21:08.974000,2025-03-16 04:28:31.593,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:25:52.002000,PIA,81,139.873,6.0,4.0,,,48.116,33.226,58.531,0 days 01:24:20.324000,0 days 01:24:53.550000,0 days 01:25:52.081000,122.0,178.0,191.0,132.0,True,INTERMEDIATE,6.0,False,McLaren,0 days 01:23:32.129000,2025-03-16 04:30:54.748,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:28:07.571000,PIA,81,135.569,7.0,4.0,,,45.77,30.859,58.94,0 days 01:26:37.851000,0 days 01:27:08.710000,0 days 01:28:07.650000,132.0,221.0,277.0,231.0,True,INTERMEDIATE,7.0,False,McLaren,0 days 01:25:52.002000,2025-03-16 04:33:14.621,41,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:29:44.822000,PIA,81,97.251,8.0,4.0,,,35.144,20.025,42.082,0 days 01:28:42.794000,0 days 01:29:02.819000,0 days 01:29:44.901000,256.0,301.0,279.0,257.0,True,INTERMEDIATE,8.0,False,McLaren,0 days 01:28:07.571000,2025-03-16 04:35:30.190,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:31:19.400000,PIA,81,94.578,9.0,4.0,,,34.085,19.805,40.688,0 days 01:30:18.986000,0 days 01:30:38.791000,0 days 01:31:19.479000,,293.0,281.0,273.0,True,INTERMEDIATE,9.0,False,McLaren,0 days 01:29:44.822000,2025-03-16 04:37:07.441,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:32:52.072000,PIA,81,92.672,10.0,4.0,,,33.169,19.497,40.006,0 days 01:31:52.648000,0 days 01:32:12.145000,0 days 01:32:52.151000,258.0,294.0,282.0,280.0,True,INTERMEDIATE,10.0,False,McLaren,0 days 01:31:19.400000,2025-03-16 04:38:42.019,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:34:24.031000,PIA,81,91.959,11.0,4.0,,,32.814,19.223,39.922,0 days 01:33:24.965000,0 days 01:33:44.188000,0 days 01:34:24.110000,264.0,297.0,281.0,271.0,True,INTERMEDIATE,11.0,False,McLaren,0 days 01:32:52.072000,2025-03-16 04:40:14.691,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:35:55.321000,PIA,81,91.29,12.0,4.0,,,32.66,18.929,39.701,0 days 01:34:56.770000,0 days 01:35:15.699000,0 days 01:35:55.400000,262.0,315.0,294.0,274.0,True,INTERMEDIATE,12.0,False,McLaren,0 days 01:34:24.031000,2025-03-16 04:41:46.650,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:37:26.698000,PIA,81,91.377,13.0,4.0,,,32.68,18.981,39.716,0 days 01:36:28.080000,0 days 01:36:47.061000,0 days 01:37:26.777000,265.0,314.0,292.0,,False,INTERMEDIATE,13.0,False,McLaren,0 days 01:35:55.321000,2025-03-16 04:43:17.940,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:38:57.253000,PIA,81,90.555,14.0,4.0,,,32.338,18.899,39.318,0 days 01:37:59.115000,0 days 01:38:18.014000,0 days 01:38:57.332000,263.0,312.0,297.0,273.0,True,INTERMEDIATE,14.0,False,McLaren,0 days 01:37:26.698000,2025-03-16 04:44:49.317,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:40:27.596000,PIA,81,90.343,15.0,4.0,,,32.263,18.681,39.399,0 days 01:39:29.595000,0 days 01:39:48.276000,0 days 01:40:27.675000,266.0,320.0,297.0,278.0,True,INTERMEDIATE,15.0,False,McLaren,0 days 01:38:57.253000,2025-03-16 04:46:19.872,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:41:58.318000,PIA,81,90.722,16.0,4.0,,,32.097,18.694,39.931,0 days 01:40:59.772000,0 days 01:41:18.466000,0 days 01:41:58.397000,267.0,316.0,294.0,279.0,False,INTERMEDIATE,16.0,False,McLaren,0 days 01:40:27.596000,2025-03-16 04:47:50.215,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:43:29.014000,PIA,81,90.696,17.0,4.0,,,32.231,18.692,39.773,0 days 01:42:30.628000,0 days 01:42:49.320000,0 days 01:43:29.093000,269.0,320.0,282.0,283.0,False,INTERMEDIATE,17.0,False,McLaren,0 days 01:41:58.318000,2025-03-16 04:49:20.937,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:44:59.157000,PIA,81,90.143,18.0,4.0,,,31.77,18.987,39.386,0 days 01:44:00.863000,0 days 01:44:19.850000,0 days 01:44:59.236000,267.0,293.0,282.0,281.0,True,INTERMEDIATE,18.0,False,McLaren,0 days 01:43:29.014000,2025-03-16 04:50:51.633,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:46:29.973000,PIA,81,90.816,19.0,4.0,,,32.011,18.926,39.879,0 days 01:45:31.247000,0 days 01:45:50.173000,0 days 01:46:30.052000,269.0,292.0,281.0,284.0,False,INTERMEDIATE,19.0,False,McLaren,0 days 01:44:59.157000,2025-03-16 04:52:21.776,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:48:00.132000,PIA,81,90.159,20.0,4.0,,,31.769,18.968,39.422,0 days 01:47:01.821000,0 days 01:47:20.789000,0 days 01:48:00.211000,270.0,293.0,283.0,286.0,False,INTERMEDIATE,20.0,False,McLaren,0 days 01:46:29.973000,2025-03-16 04:53:52.592,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:49:29.859000,PIA,81,89.727,21.0,4.0,,,31.622,18.849,39.256,0 days 01:48:31.833000,0 days 01:48:50.682000,0 days 01:49:29.938000,271.0,294.0,282.0,,True,INTERMEDIATE,21.0,False,McLaren,0 days 01:48:00.132000,2025-03-16 04:55:22.751,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:51:00.073000,PIA,81,90.214,22.0,4.0,,,32.012,18.884,39.318,0 days 01:50:01.950000,0 days 01:50:20.834000,0 days 01:51:00.152000,268.0,293.0,284.0,280.0,False,INTERMEDIATE,22.0,False,McLaren,0 days 01:49:29.859000,2025-03-16 04:56:52.478,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:52:29.812000,PIA,81,89.739,23.0,4.0,,,31.686,18.88,39.173,0 days 01:51:31.838000,0 days 01:51:50.718000,0 days 01:52:29.891000,269.0,295.0,284.0,282.0,False,INTERMEDIATE,23.0,False,McLaren,0 days 01:51:00.073000,2025-03-16 04:58:22.692,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:53:59.438000,PIA,81,89.626,24.0,4.0,,,31.595,18.958,39.073,0 days 01:53:01.486000,0 days 01:53:20.444000,0 days 01:53:59.517000,270.0,297.0,285.0,286.0,True,INTERMEDIATE,24.0,False,McLaren,0 days 01:52:29.812000,2025-03-16 04:59:52.431,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:55:28.733000,PIA,81,89.295,25.0,4.0,,,31.593,18.778,38.924,0 days 01:54:31.110000,0 days 01:54:49.888000,0 days 01:55:28.812000,271.0,296.0,286.0,290.0,True,INTERMEDIATE,25.0,False,McLaren,0 days 01:53:59.438000,2025-03-16 05:01:22.057,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:56:57.866000,PIA,81,89.133,26.0,4.0,,,31.668,18.835,38.63,0 days 01:56:00.480000,0 days 01:56:19.315000,0 days 01:56:57.945000,,294.0,286.0,293.0,True,INTERMEDIATE,26.0,False,McLaren,0 days 01:55:28.733000,2025-03-16 05:02:51.352,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:58:26.903000,PIA,81,89.037,27.0,4.0,,,31.514,18.857,38.666,0 days 01:57:29.459000,0 days 01:57:48.316000,0 days 01:58:26.982000,272.0,299.0,287.0,287.0,True,INTERMEDIATE,27.0,False,McLaren,0 days 01:56:57.866000,2025-03-16 05:04:20.485,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:59:55.532000,PIA,81,88.629,28.0,4.0,,,31.511,18.64,38.478,0 days 01:58:58.493000,0 days 01:59:17.133000,0 days 01:59:55.611000,273.0,304.0,298.0,289.0,True,INTERMEDIATE,28.0,False,McLaren,0 days 01:58:26.903000,2025-03-16 05:05:49.522,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:01:23.720000,PIA,81,88.188,29.0,4.0,,,31.358,18.343,38.487,0 days 02:00:26.969000,0 days 02:00:45.312000,0 days 02:01:23.799000,,325.0,298.0,292.0,True,INTERMEDIATE,29.0,False,McLaren,0 days 01:59:55.532000,2025-03-16 05:07:18.151,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:02:52.051000,PIA,81,88.331,30.0,4.0,,,31.431,18.388,38.512,0 days 02:01:55.230000,0 days 02:02:13.618000,0 days 02:02:52.130000,,320.0,297.0,294.0,False,INTERMEDIATE,30.0,False,McLaren,0 days 02:01:23.720000,2025-03-16 05:08:46.339,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:04:19.967000,PIA,81,87.916,31.0,4.0,,,31.235,18.319,38.362,0 days 02:03:23.365000,0 days 02:03:41.684000,0 days 02:04:20.046000,272.0,318.0,296.0,296.0,True,INTERMEDIATE,31.0,False,McLaren,0 days 02:02:52.051000,2025-03-16 05:10:14.670,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:05:49.346000,PIA,81,89.379,32.0,4.0,,,31.377,19.491,38.511,0 days 02:04:51.423000,0 days 02:05:10.914000,0 days 02:05:49.425000,,295.0,286.0,293.0,False,INTERMEDIATE,32.0,False,McLaren,0 days 02:04:19.967000,2025-03-16 05:11:42.586,1,2.0,True,TRACK LIMITS AT TURN 6 LAP 32 ,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:07:17.572000,PIA,81,88.226,33.0,4.0,,,31.02,18.951,38.255,0 days 02:06:20.445000,0 days 02:06:39.396000,0 days 02:07:17.651000,273.0,317.0,287.0,290.0,False,INTERMEDIATE,33.0,False,McLaren,0 days 02:05:49.346000,2025-03-16 05:13:11.965,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:09:24.597000,PIA,81,127.025,34.0,4.0,,0 days 02:09:07.101000,31.271,30.119,65.635,0 days 02:07:48.922000,0 days 02:08:19.041000,0 days 02:09:24.676000,247.0,226.0,,294.0,False,INTERMEDIATE,34.0,False,McLaren,0 days 02:07:17.572000,2025-03-16 05:14:40.191,124,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:11:28.378000,PIA,81,123.781,35.0,5.0,0 days 02:09:26.718000,,46.738,30.477,46.566,0 days 02:10:11.414000,0 days 02:10:41.891000,0 days 02:11:28.457000,209.0,264.0,280.0,170.0,False,HARD,2.0,False,McLaren,0 days 02:09:24.597000,2025-03-16 05:16:47.216,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:13:39.590000,PIA,81,131.212,36.0,5.0,,,41.431,35.359,54.422,0 days 02:12:09.888000,0 days 02:12:45.247000,0 days 02:13:39.669000,196.0,162.0,141.0,191.0,False,HARD,3.0,False,McLaren,0 days 02:11:28.378000,2025-03-16 05:18:50.997,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:16:19.292000,PIA,81,,37.0,5.0,,,45.192,41.406,73.105,0 days 02:14:24.933000,0 days 02:15:06.344000,0 days 02:16:19.493000,142.0,193.0,248.0,152.0,False,HARD,4.0,False,McLaren,0 days 02:13:39.590000,2025-03-16 05:21:02.209,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:18:38.184000,PIA,81,138.892,38.0,5.0,,,42.993,41.293,54.606,0 days 02:17:02.364000,0 days 02:17:43.657000,0 days 02:18:38.263000,118.0,189.0,259.0,246.0,False,HARD,5.0,False,McLaren,0 days 02:16:19.292000,2025-03-16 05:23:41.911,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:20:51.964000,PIA,81,133.78,39.0,5.0,,,43.94,34.284,55.556,0 days 02:19:22.203000,0 days 02:19:56.487000,0 days 02:20:52.043000,91.0,212.0,222.0,195.0,False,HARD,6.0,False,McLaren,0 days 02:18:38.184000,2025-03-16 05:26:00.803,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:23:04.980000,PIA,81,133.016,40.0,5.0,,,45.907,33.189,53.92,0 days 02:21:37.950000,0 days 02:22:11.139000,0 days 02:23:05.059000,112.0,178.0,262.0,243.0,False,HARD,7.0,False,McLaren,0 days 02:20:51.964000,2025-03-16 05:28:14.583,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:25:18.533000,PIA,81,133.553,41.0,5.0,,,44.925,29.037,59.591,0 days 02:23:49.984000,0 days 02:24:19.021000,0 days 02:25:18.612000,188.0,228.0,288.0,219.0,False,HARD,8.0,False,McLaren,0 days 02:23:04.980000,2025-03-16 05:30:27.599,41,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:26:43.116000,PIA,81,84.583,42.0,5.0,,,30.119,18.793,35.671,0 days 02:25:48.731000,0 days 02:26:07.524000,0 days 02:26:43.195000,269.0,299.0,292.0,296.0,True,HARD,9.0,False,McLaren,0 days 02:25:18.533000,2025-03-16 05:32:41.152,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:28:06.358000,PIA,81,83.242,43.0,5.0,,,28.966,18.613,35.663,0 days 02:27:12.161000,0 days 02:27:30.774000,0 days 02:28:06.437000,273.0,293.0,292.0,304.0,True,HARD,10.0,False,McLaren,0 days 02:26:43.116000,2025-03-16 05:34:05.735,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:31:17.415000,PIA,81,,44.0,5.0,,0 days 02:30:59.848000,28.917,18.393,,0 days 02:28:35.366000,0 days 02:28:53.797000,,276.0,290.0,,302.0,False,HARD,11.0,False,McLaren,0 days 02:28:06.358000,2025-03-16 05:35:28.977,12,15.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:32:55.599000,PIA,81,98.184,45.0,6.0,0 days 02:31:19.599000,,36.775,19.084,42.325,0 days 02:31:54.269000,0 days 02:32:13.353000,0 days 02:32:55.678000,263.0,285.0,295.0,216.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 02:31:17.415000,2025-03-16 05:38:40.034,1,15.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:34:46.621000,PIA,81,111.022,46.0,6.0,,,34.707,25.856,50.459,0 days 02:33:30.385000,0 days 02:33:56.241000,0 days 02:34:46.700000,250.0,143.0,269.0,263.0,False,INTERMEDIATE,2.0,True,McLaren,0 days 02:32:55.599000,2025-03-16 05:40:18.218,124,14.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:36:46.791000,PIA,81,120.17,47.0,6.0,,,41.299,28.61,50.261,0 days 02:35:27.999000,0 days 02:35:56.609000,0 days 02:36:46.870000,200.0,276.0,276.0,177.0,False,INTERMEDIATE,3.0,True,McLaren,0 days 02:34:46.621000,2025-03-16 05:42:09.240,4,13.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:38:29.204000,PIA,81,102.413,48.0,6.0,,,37.344,20.296,44.773,0 days 02:37:24.214000,0 days 02:37:44.510000,0 days 02:38:29.283000,251.0,292.0,284.0,150.0,False,INTERMEDIATE,4.0,True,McLaren,0 days 02:36:46.791000,2025-03-16 05:44:09.410,4,13.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:40:09.644000,PIA,81,100.44,49.0,6.0,,,37.63,20.249,42.561,0 days 02:39:06.913000,0 days 02:39:27.162000,0 days 02:40:09.723000,249.0,281.0,283.0,205.0,False,INTERMEDIATE,5.0,True,McLaren,0 days 02:38:29.204000,2025-03-16 05:45:51.823,4,13.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:42:13.376000,PIA,81,123.732,50.0,6.0,,,34.861,26.734,62.137,0 days 02:40:44.584000,0 days 02:41:11.318000,0 days 02:42:13.455000,244.0,134.0,244.0,266.0,False,INTERMEDIATE,6.0,True,McLaren,0 days 02:40:09.644000,2025-03-16 05:47:32.263,4,13.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:44:17.651000,PIA,81,124.275,51.0,6.0,,,44.202,26.208,53.865,0 days 02:42:57.657000,0 days 02:43:23.865000,0 days 02:44:17.730000,110.0,101.0,289.0,185.0,False,INTERMEDIATE,7.0,True,McLaren,0 days 02:42:13.376000,2025-03-16 05:49:35.995,41,12.0,False,,False,False,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:45:54.875000,PIA,81,97.224,52.0,6.0,,,36.897,19.713,40.614,0 days 02:44:54.627000,0 days 02:45:14.340000,0 days 02:45:54.954000,262.0,301.0,293.0,243.0,False,INTERMEDIATE,8.0,True,McLaren,0 days 02:44:17.651000,2025-03-16 05:51:40.270,1,12.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:47:26.684000,PIA,81,91.809,53.0,6.0,,,32.931,19.045,39.833,0 days 02:46:27.885000,0 days 02:46:46.930000,0 days 02:47:26.763000,264.0,294.0,289.0,272.0,False,INTERMEDIATE,9.0,True,McLaren,0 days 02:45:54.875000,2025-03-16 05:53:17.494,1,11.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:48:59.191000,PIA,81,92.507,54.0,6.0,,,32.689,19.188,40.63,0 days 02:47:59.452000,0 days 02:48:18.640000,0 days 02:48:59.270000,258.0,299.0,302.0,285.0,False,INTERMEDIATE,10.0,True,McLaren,0 days 02:47:26.684000,2025-03-16 05:54:49.303,1,11.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:50:29.242000,PIA,81,90.051,55.0,6.0,,,31.795,18.949,39.307,0 days 02:49:31.065000,0 days 02:49:50.014000,0 days 02:50:29.321000,267.0,293.0,289.0,260.0,False,INTERMEDIATE,11.0,True,McLaren,0 days 02:48:59.191000,2025-03-16 05:56:21.810,1,10.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:51:57.801000,PIA,81,88.559,56.0,6.0,,,30.605,18.722,39.232,0 days 02:50:59.926000,0 days 02:51:18.648000,0 days 02:51:57.880000,275.0,295.0,292.0,295.0,False,INTERMEDIATE,12.0,True,McLaren,0 days 02:50:29.242000,2025-03-16 05:57:51.861,1,10.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 02:53:27.318000,PIA,81,89.517,57.0,6.0,,,31.475,18.119,39.923,0 days 02:52:29.355000,0 days 02:52:47.474000,0 days 02:53:27.397000,,319.0,302.0,296.0,False,INTERMEDIATE,13.0,True,McLaren,0 days 02:51:57.801000,2025-03-16 05:59:20.420,1,9.0,False,,False,True,Australian Grand Prix,2025-03-16,1,9.0,2.0
0 days 01:00:41.446000,PIA,81,98.344,1.0,1.0,,,,28.932,41.859,,0 days 00:59:59.730000,0 days 01:00:41.583000,277.0,272.0,256.0,308.0,False,MEDIUM,1.0,True,McLaren,0 days 00:59:02.863000,2025-03-23 07:03:38.698,12,1.0,False,,False,False,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:02:18.997000,PIA,81,97.551,2.0,1.0,,,26.193,29.261,42.097,0 days 01:01:07.760000,0 days 01:01:37.021000,0 days 01:02:19.118000,278.0,271.0,255.0,311.0,True,MEDIUM,2.0,True,McLaren,0 days 01:00:41.446000,2025-03-23 07:05:17.281,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:03:56.686000,PIA,81,97.689,3.0,1.0,,,26.011,29.486,42.192,0 days 01:02:45.129000,0 days 01:03:14.615000,0 days 01:03:56.807000,275.0,272.0,256.0,310.0,False,MEDIUM,3.0,True,McLaren,0 days 01:02:18.997000,2025-03-23 07:06:54.832,12,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:05:34.490000,PIA,81,97.804,4.0,1.0,,,26.345,29.43,42.029,0 days 01:04:23.152000,0 days 01:04:52.582000,0 days 01:05:34.611000,271.0,269.0,256.0,313.0,False,MEDIUM,4.0,True,McLaren,0 days 01:03:56.686000,2025-03-23 07:08:32.521,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:07:12.572000,PIA,81,98.082,5.0,1.0,,,26.312,29.729,42.041,0 days 01:06:00.923000,0 days 01:06:30.652000,0 days 01:07:12.693000,273.0,270.0,256.0,313.0,False,MEDIUM,5.0,True,McLaren,0 days 01:05:34.490000,2025-03-23 07:10:10.325,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:08:50.111000,PIA,81,97.539,6.0,1.0,,,26.187,29.451,41.901,0 days 01:07:38.880000,0 days 01:08:08.331000,0 days 01:08:50.232000,272.0,271.0,257.0,312.0,True,MEDIUM,6.0,True,McLaren,0 days 01:07:12.572000,2025-03-23 07:11:48.407,12,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:10:28.009000,PIA,81,97.898,7.0,1.0,,,26.337,29.711,41.85,0 days 01:09:16.569000,0 days 01:09:46.280000,0 days 01:10:28.130000,,269.0,257.0,314.0,False,MEDIUM,7.0,True,McLaren,0 days 01:08:50.111000,2025-03-23 07:13:25.946,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:12:06.202000,PIA,81,98.193,8.0,1.0,,,26.341,29.696,42.156,0 days 01:10:54.471000,0 days 01:11:24.167000,0 days 01:12:06.323000,271.0,269.0,256.0,315.0,False,MEDIUM,8.0,True,McLaren,0 days 01:10:28.009000,2025-03-23 07:15:03.844,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:13:44.401000,PIA,81,98.199,9.0,1.0,,,26.468,29.696,42.035,0 days 01:12:32.791000,0 days 01:13:02.487000,0 days 01:13:44.522000,,267.0,257.0,314.0,False,MEDIUM,9.0,True,McLaren,0 days 01:12:06.202000,2025-03-23 07:16:42.037,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:15:22.395000,PIA,81,97.994,10.0,1.0,,,26.314,29.785,41.895,0 days 01:14:10.836000,0 days 01:14:40.621000,0 days 01:15:22.516000,272.0,270.0,256.0,316.0,False,MEDIUM,10.0,True,McLaren,0 days 01:13:44.401000,2025-03-23 07:18:20.236,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:17:00.519000,PIA,81,98.124,11.0,1.0,,,26.314,29.718,42.092,,0 days 01:16:18.548000,0 days 01:17:00.640000,273.0,270.0,257.0,315.0,False,MEDIUM,11.0,True,McLaren,0 days 01:15:22.395000,2025-03-23 07:19:58.230,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:18:38.632000,PIA,81,98.113,12.0,1.0,,,26.34,29.782,41.991,0 days 01:17:26.980000,0 days 01:17:56.762000,0 days 01:18:38.753000,272.0,271.0,258.0,314.0,False,MEDIUM,12.0,True,McLaren,0 days 01:17:00.519000,2025-03-23 07:21:36.354,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:20:16.587000,PIA,81,97.955,13.0,1.0,,,26.16,29.706,42.089,0 days 01:19:04.913000,0 days 01:19:34.619000,0 days 01:20:16.708000,273.0,270.0,258.0,314.0,False,MEDIUM,13.0,True,McLaren,0 days 01:18:38.632000,2025-03-23 07:23:14.467,1,1.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:21:59.213000,PIA,81,102.626,14.0,1.0,,0 days 01:21:57.540000,26.25,29.472,46.904,0 days 01:20:42.958000,0 days 01:21:12.430000,0 days 01:21:59.334000,,271.0,,313.0,False,MEDIUM,14.0,True,McLaren,0 days 01:20:16.587000,2025-03-23 07:24:52.422,1,2.0,False,,False,False,Chinese Grand Prix,2025-03-23,2,1.0,25.0
0 days 01:23:56.743000,PIA,81,117.53,15.0,2.0,0 days 01:22:21.395000,,45.661,29.73,42.139,0 days 01:22:44.995000,0 days 01:23:14.725000,0 days 01:23:56.864000,278.0,269.0,258.0,312.0,False,HARD,1.0,True,McLaren,0 days 01:21:59.213000,2025-03-23 07:26:35.048,1,4.0,False,,False,False,Chinese Grand Prix,2025-03-23,2,1.0,25.0
