Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RaceName,EventDate,Round,FinishPosition,Points
0 days 01:27:34.271000,VER,1,92.824,19.0,,,,31.438,35.239,26.147,0 days 01:26:32.914000,0 days 01:27:08.153000,0 days 01:27:34.300000,,183.0,278.0,311.0,False,nan,,True,Red Bull Racing,0 days 01:26:01.447000,2025-05-04 20:32:28.288,1,3.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:29:07.555000,VER,1,93.284,20.0,,,,31.207,35.936,26.141,0 days 01:28:05.507000,0 days 01:28:41.443000,0 days 01:29:07.584000,205.0,183.0,277.0,309.0,False,nan,,True,Red Bull Racing,0 days 01:27:34.271000,2025-05-04 20:34:01.112,1,3.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:30:40.248000,VER,1,92.693,21.0,,,,31.131,35.377,26.185,0 days 01:29:38.715000,0 days 01:30:14.092000,0 days 01:30:40.277000,208.0,184.0,278.0,310.0,False,nan,,True,Red Bull Racing,0 days 01:29:07.555000,2025-05-04 20:35:34.396,1,3.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:32:12.720000,VER,1,92.472,22.0,,,,31.083,35.251,26.138,0 days 01:31:11.360000,0 days 01:31:46.611000,0 days 01:32:12.749000,209.0,184.0,277.0,309.0,False,nan,,True,Red Bull Racing,0 days 01:30:40.248000,2025-05-04 20:37:07.089,1,3.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:33:45.356000,VER,1,92.636,23.0,,,,31.056,35.499,26.081,0 days 01:32:43.805000,0 days 01:33:19.304000,0 days 01:33:45.385000,,184.0,277.0,310.0,False,nan,,True,Red Bull Racing,0 days 01:32:12.720000,2025-05-04 20:38:39.561,1,3.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:35:17.796000,VER,1,92.44,24.0,,,,31.003,35.288,26.149,0 days 01:34:16.388000,0 days 01:34:51.676000,0 days 01:35:17.825000,208.0,184.0,278.0,310.0,False,nan,,True,Red Bull Racing,0 days 01:33:45.356000,2025-05-04 20:40:12.197,1,3.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:36:50.319000,VER,1,92.523,25.0,1.0,,,30.94,35.338,26.245,0 days 01:35:48.765000,0 days 01:36:24.103000,0 days 01:36:50.348000,207.0,183.0,277.0,311.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:35:17.796000,2025-05-04 20:41:44.637,1,3.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:38:27.254000,VER,1,96.935,26.0,1.0,,0 days 01:38:21.934000,30.974,35.241,30.72,0 days 01:37:21.322000,0 days 01:37:56.563000,0 days 01:38:27.283000,208.0,183.0,,309.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 01:36:50.319000,2025-05-04 20:43:17.160,1,4.0,False,,False,False,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:40:12.765000,VER,1,105.511,27.0,1.0,0 days 01:38:44.374000,,45.272,34.872,25.367,0 days 01:39:12.555000,0 days 01:39:47.427000,0 days 01:40:12.794000,215.0,188.0,278.0,328.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:38:27.254000,2025-05-04 20:44:54.095,1,5.0,False,,False,False,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:41:49.377000,VER,1,96.612,28.0,1.0,,,30.252,34.876,31.484,0 days 01:40:43.046000,0 days 01:41:17.922000,0 days 01:41:49.406000,214.0,186.0,102.0,307.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:40:12.765000,2025-05-04 20:46:39.606,16,5.0,False,,False,False,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:43:54.081000,VER,1,124.704,29.0,1.0,,,40.474,48.161,36.069,0 days 01:42:29.880000,0 days 01:43:18.041000,0 days 01:43:54.110000,155.0,137.0,257.0,200.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:41:49.377000,2025-05-04 20:48:16.218,67,5.0,False,,False,False,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:45:25.980000,VER,1,91.899,30.0,1.0,,,31.616,34.486,25.797,0 days 01:44:25.726000,0 days 01:45:00.212000,0 days 01:45:26.009000,209.0,186.0,279.0,309.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 01:43:54.081000,2025-05-04 20:50:20.922,71,4.0,False,,False,False,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:46:57.005000,VER,1,91.025,31.0,1.0,,,30.488,34.641,25.896,0 days 01:45:56.497000,0 days 01:46:31.138000,0 days 01:46:57.034000,210.0,186.0,279.0,309.0,True,MEDIUM,7.0,True,Red Bull Racing,0 days 01:45:25.980000,2025-05-04 20:51:52.821,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:48:28.786000,VER,1,91.781,32.0,1.0,,,30.464,34.72,26.597,0 days 01:47:27.498000,0 days 01:48:02.218000,0 days 01:48:28.815000,214.0,187.0,280.0,304.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:46:57.005000,2025-05-04 20:53:23.846,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:50:27.863000,VER,1,119.077,33.0,2.0,,,39.579,46.708,32.79,0 days 01:49:08.394000,0 days 01:49:55.102000,0 days 01:50:27.892000,174.0,134.0,278.0,300.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:48:28.786000,2025-05-04 20:54:55.627,167,4.0,False,,False,False,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:51:58.742000,VER,1,90.879,34.0,2.0,,,30.357,34.612,25.91,0 days 01:50:58.249000,0 days 01:51:32.861000,0 days 01:51:58.771000,212.0,186.0,279.0,311.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:50:27.863000,2025-05-04 20:56:54.704,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:53:29.422000,VER,1,90.68,35.0,2.0,,,30.323,34.643,25.714,0 days 01:52:29.094000,0 days 01:53:03.737000,0 days 01:53:29.451000,,186.0,280.0,314.0,True,HARD,3.0,True,Red Bull Racing,0 days 01:51:58.742000,2025-05-04 20:58:25.583,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:55:00.251000,VER,1,90.829,36.0,2.0,,,30.253,34.733,25.843,0 days 01:53:59.704000,0 days 01:54:34.437000,0 days 01:55:00.280000,214.0,186.0,280.0,310.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:53:29.422000,2025-05-04 20:59:56.263,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:56:31.002000,VER,1,90.751,37.0,2.0,,,30.171,34.707,25.873,0 days 01:55:30.451000,0 days 01:56:05.158000,0 days 01:56:31.031000,212.0,186.0,280.0,312.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:55:00.251000,2025-05-04 21:01:27.092,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:58:01.994000,VER,1,90.992,38.0,2.0,,,30.344,34.765,25.883,0 days 01:57:01.375000,0 days 01:57:36.140000,0 days 01:58:02.023000,209.0,185.0,280.0,311.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:56:31.002000,2025-05-04 21:02:57.843,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 01:59:32.787000,VER,1,90.793,39.0,2.0,,,30.241,34.755,25.797,0 days 01:58:32.264000,0 days 01:59:07.019000,0 days 01:59:32.816000,,185.0,280.0,311.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:58:01.994000,2025-05-04 21:04:28.835,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:01:03.530000,VER,1,90.743,40.0,2.0,,,30.307,34.6,25.836,0 days 02:00:03.123000,0 days 02:00:37.723000,0 days 02:01:03.559000,210.0,186.0,280.0,311.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:59:32.787000,2025-05-04 21:05:59.628,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:02:33.996000,VER,1,90.466,41.0,2.0,,,30.085,34.649,25.732,0 days 02:01:33.644000,0 days 02:02:08.293000,0 days 02:02:34.025000,212.0,185.0,281.0,313.0,True,HARD,9.0,True,Red Bull Racing,0 days 02:01:03.530000,2025-05-04 21:07:30.371,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:04:04.681000,VER,1,90.685,42.0,2.0,,,30.149,34.729,25.807,0 days 02:03:04.174000,0 days 02:03:38.903000,0 days 02:04:04.710000,211.0,185.0,280.0,311.0,False,HARD,10.0,True,Red Bull Racing,0 days 02:02:33.996000,2025-05-04 21:09:00.837,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:05:35.456000,VER,1,90.775,43.0,2.0,,,30.232,34.767,25.776,0 days 02:04:34.942000,0 days 02:05:09.709000,0 days 02:05:35.485000,,184.0,281.0,314.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:04:04.681000,2025-05-04 21:10:31.522,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:07:06.278000,VER,1,90.822,44.0,2.0,,,30.192,34.8,25.83,0 days 02:06:05.677000,0 days 02:06:40.477000,0 days 02:07:06.307000,212.0,184.0,280.0,310.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:05:35.456000,2025-05-04 21:12:02.297,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:08:36.921000,VER,1,90.643,45.0,2.0,,,30.26,34.591,25.792,0 days 02:07:36.567000,0 days 02:08:11.158000,0 days 02:08:36.950000,,185.0,280.0,314.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:07:06.278000,2025-05-04 21:13:33.119,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:10:07.898000,VER,1,90.977,46.0,2.0,,,30.322,34.829,25.826,0 days 02:09:07.272000,0 days 02:09:42.101000,0 days 02:10:07.927000,210.0,184.0,280.0,312.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:08:36.921000,2025-05-04 21:15:03.762,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:11:39.034000,VER,1,91.136,47.0,2.0,,,30.383,34.962,25.791,0 days 02:10:38.310000,0 days 02:11:13.272000,0 days 02:11:39.063000,,184.0,281.0,315.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:10:07.898000,2025-05-04 21:16:34.739,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:13:09.913000,VER,1,90.879,48.0,2.0,,,30.367,34.789,25.723,0 days 02:12:09.430000,0 days 02:12:44.219000,0 days 02:13:09.942000,,186.0,281.0,313.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:11:39.034000,2025-05-04 21:18:05.875,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:14:40.503000,VER,1,90.59,49.0,2.0,,,30.325,34.553,25.712,0 days 02:13:40.267000,0 days 02:14:14.820000,0 days 02:14:40.532000,,186.0,281.0,314.0,False,HARD,17.0,True,Red Bull Racing,0 days 02:13:09.913000,2025-05-04 21:19:36.754,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:16:11.171000,VER,1,90.668,50.0,2.0,,,30.311,34.567,25.79,0 days 02:15:10.843000,0 days 02:15:45.410000,0 days 02:16:11.200000,208.0,184.0,281.0,311.0,False,HARD,18.0,True,Red Bull Racing,0 days 02:14:40.503000,2025-05-04 21:21:07.344,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:17:41.705000,VER,1,90.534,51.0,2.0,,,30.166,34.602,25.766,0 days 02:16:41.366000,0 days 02:17:15.968000,0 days 02:17:41.734000,210.0,185.0,282.0,311.0,False,HARD,19.0,True,Red Bull Racing,0 days 02:16:11.171000,2025-05-04 21:22:38.012,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:19:12.478000,VER,1,90.773,52.0,2.0,,,30.293,34.719,25.761,0 days 02:18:12.027000,0 days 02:18:46.746000,0 days 02:19:12.507000,208.0,185.0,281.0,319.0,False,HARD,20.0,True,Red Bull Racing,0 days 02:17:41.705000,2025-05-04 21:24:08.546,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:20:43.365000,VER,1,90.887,53.0,2.0,,,30.271,34.757,25.859,0 days 02:19:42.778000,0 days 02:20:17.535000,0 days 02:20:43.394000,210.0,185.0,281.0,310.0,False,HARD,21.0,True,Red Bull Racing,0 days 02:19:12.478000,2025-05-04 21:25:39.319,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:22:14.971000,VER,1,91.606,54.0,2.0,,,30.53,35.198,25.878,0 days 02:21:13.924000,0 days 02:21:49.122000,0 days 02:22:15,209.0,185.0,282.0,304.0,False,HARD,22.0,True,Red Bull Racing,0 days 02:20:43.365000,2025-05-04 21:27:10.206,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:23:45.494000,VER,1,90.523,55.0,2.0,,,30.075,34.666,25.782,0 days 02:22:45.075000,0 days 02:23:19.741000,0 days 02:23:45.523000,210.0,186.0,282.0,311.0,False,HARD,23.0,True,Red Bull Racing,0 days 02:22:14.971000,2025-05-04 21:28:41.812,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:25:16.145000,VER,1,90.651,56.0,2.0,,,30.119,34.738,25.794,0 days 02:24:15.642000,0 days 02:24:50.380000,0 days 02:25:16.174000,,187.0,282.0,312.0,False,HARD,24.0,True,Red Bull Racing,0 days 02:23:45.494000,2025-05-04 21:30:12.335,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 02:26:47.131000,VER,1,90.986,57.0,2.0,,,30.348,34.758,25.88,0 days 02:25:46.522000,0 days 02:26:21.280000,0 days 02:26:47.160000,212.0,184.0,280.0,309.0,False,HARD,25.0,True,Red Bull Racing,0 days 02:25:16.145000,2025-05-04 21:31:42.986,1,4.0,False,,False,True,Miami Grand Prix,2025-05-04,6,4.0,12.0
0 days 00:57:22.345000,VER,1,82.992,1.0,1.0,,,,27.908,27.148,,0 days 00:56:55.319000,0 days 00:57:22.553000,223.0,253.0,271.0,284.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:55:59.147000,2025-05-18 13:03:33.062,1,1.0,False,,False,False,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 00:58:43.476000,VER,1,81.131,2.0,1.0,,,26.069,28.244,26.818,0 days 00:57:48.432000,0 days 00:58:16.676000,0 days 00:58:43.494000,218.0,254.0,271.0,282.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:57:22.345000,2025-05-18 13:04:56.260,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:00:04.734000,VER,1,81.258,3.0,1.0,,,26.064,28.332,26.862,0 days 00:59:09.558000,0 days 00:59:37.890000,0 days 01:00:04.752000,,256.0,270.0,285.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:58:43.476000,2025-05-18 13:06:17.391,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:01:25.952000,VER,1,81.218,4.0,1.0,,,26.005,28.236,26.977,0 days 01:00:30.757000,0 days 01:00:58.993000,0 days 01:01:25.970000,219.0,256.0,271.0,286.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:00:04.734000,2025-05-18 13:07:38.649,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:02:47.180000,VER,1,81.228,5.0,1.0,,,26.032,28.192,27.004,0 days 01:01:52.002000,0 days 01:02:20.194000,0 days 01:02:47.198000,218.0,255.0,272.0,284.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:01:25.952000,2025-05-18 13:08:59.867,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:04:08.157000,VER,1,80.977,6.0,1.0,,,25.832,28.253,26.892,0 days 01:03:13.030000,0 days 01:03:41.283000,0 days 01:04:08.175000,219.0,256.0,270.0,285.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 01:02:47.180000,2025-05-18 13:10:21.095,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:05:29.653000,VER,1,81.496,7.0,1.0,,,26.129,28.213,27.154,0 days 01:04:34.304000,0 days 01:05:02.517000,0 days 01:05:29.671000,,256.0,270.0,282.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:04:08.157000,2025-05-18 13:11:42.072,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:06:50.859000,VER,1,81.206,8.0,1.0,,,25.941,28.294,26.971,0 days 01:05:55.612000,0 days 01:06:23.906000,0 days 01:06:50.877000,,256.0,272.0,283.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:05:29.653000,2025-05-18 13:13:03.568,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:08:12.053000,VER,1,81.194,9.0,1.0,,,25.92,28.216,27.058,0 days 01:07:16.797000,0 days 01:07:45.013000,0 days 01:08:12.071000,,255.0,271.0,283.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:06:50.859000,2025-05-18 13:14:24.774,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:09:33.310000,VER,1,81.257,10.0,1.0,,,25.969,28.27,27.018,0 days 01:08:38.040000,0 days 01:09:06.310000,0 days 01:09:33.328000,,257.0,272.0,286.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:08:12.053000,2025-05-18 13:15:45.968,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:10:54.599000,VER,1,81.289,11.0,1.0,,,25.949,28.178,27.162,0 days 01:09:59.277000,0 days 01:10:27.455000,0 days 01:10:54.617000,,257.0,269.0,285.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:09:33.310000,2025-05-18 13:17:07.225,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:12:16.109000,VER,1,81.51,12.0,1.0,,,26.025,28.331,27.154,0 days 01:11:20.642000,0 days 01:11:48.973000,0 days 01:12:16.127000,217.0,257.0,270.0,284.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:10:54.599000,2025-05-18 13:18:28.514,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:13:37.544000,VER,1,81.435,13.0,1.0,,,25.951,28.336,27.148,0 days 01:12:42.078000,0 days 01:13:10.414000,0 days 01:13:37.562000,,257.0,271.0,286.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:12:16.109000,2025-05-18 13:19:50.024,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:14:58.946000,VER,1,81.402,14.0,1.0,,,25.887,28.363,27.152,0 days 01:14:03.449000,0 days 01:14:31.812000,0 days 01:14:58.964000,,255.0,272.0,286.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:13:37.544000,2025-05-18 13:21:11.459,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:16:20.177000,VER,1,81.231,15.0,1.0,,,25.844,28.255,27.132,0 days 01:15:24.808000,0 days 01:15:53.063000,0 days 01:16:20.195000,219.0,257.0,272.0,287.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:14:58.946000,2025-05-18 13:22:32.861,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:17:41.453000,VER,1,81.276,16.0,1.0,,,25.803,28.346,27.127,0 days 01:16:45.998000,0 days 01:17:14.344000,0 days 01:17:41.471000,218.0,256.0,273.0,288.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:16:20.177000,2025-05-18 13:23:54.092,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:19:02.477000,VER,1,81.024,17.0,1.0,,,25.73,28.149,27.145,0 days 01:18:07.201000,0 days 01:18:35.350000,0 days 01:19:02.495000,216.0,258.0,272.0,287.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:17:41.453000,2025-05-18 13:25:15.368,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:20:23.333000,VER,1,80.856,18.0,1.0,,,25.47,28.194,27.192,0 days 01:19:27.965000,0 days 01:19:56.159000,0 days 01:20:23.351000,219.0,256.0,271.0,288.0,True,MEDIUM,18.0,True,Red Bull Racing,0 days 01:19:02.477000,2025-05-18 13:26:36.392,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:21:44.588000,VER,1,81.255,19.0,1.0,,,25.757,28.324,27.174,0 days 01:20:49.108000,0 days 01:21:17.432000,0 days 01:21:44.606000,218.0,257.0,271.0,287.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 01:20:23.333000,2025-05-18 13:27:57.248,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:23:05.794000,VER,1,81.206,20.0,1.0,,,25.624,28.349,27.233,0 days 01:22:10.230000,0 days 01:22:38.579000,0 days 01:23:05.812000,219.0,256.0,272.0,288.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 01:21:44.588000,2025-05-18 13:29:18.503,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:24:26.909000,VER,1,81.115,21.0,1.0,,,25.571,28.263,27.281,0 days 01:23:31.383000,0 days 01:23:59.646000,0 days 01:24:26.927000,,258.0,272.0,289.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:23:05.794000,2025-05-18 13:30:39.709,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:25:48.070000,VER,1,81.161,22.0,1.0,,,25.609,28.278,27.274,0 days 01:24:52.536000,0 days 01:25:20.814000,0 days 01:25:48.088000,,257.0,272.0,287.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 01:24:26.909000,2025-05-18 13:32:00.824,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:27:09.534000,VER,1,81.464,23.0,1.0,,,25.645,28.43,27.389,0 days 01:26:13.733000,0 days 01:26:42.163000,0 days 01:27:09.552000,218.0,257.0,273.0,288.0,False,MEDIUM,23.0,True,Red Bull Racing,0 days 01:25:48.070000,2025-05-18 13:33:21.985,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:28:30.788000,VER,1,81.254,24.0,1.0,,,25.69,28.28,27.284,0 days 01:27:35.242000,0 days 01:28:03.522000,0 days 01:28:30.806000,,258.0,274.0,290.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:27:09.534000,2025-05-18 13:34:43.449,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:29:52.148000,VER,1,81.36,25.0,1.0,,,25.688,28.328,27.344,0 days 01:28:56.494000,0 days 01:29:24.822000,0 days 01:29:52.166000,217.0,257.0,275.0,289.0,False,MEDIUM,25.0,True,Red Bull Racing,0 days 01:28:30.788000,2025-05-18 13:36:04.703,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:31:13.227000,VER,1,81.079,26.0,1.0,,,25.524,28.223,27.332,0 days 01:30:17.690000,0 days 01:30:45.913000,0 days 01:31:13.245000,,258.0,274.0,291.0,False,MEDIUM,26.0,True,Red Bull Racing,0 days 01:29:52.148000,2025-05-18 13:37:26.063,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:32:34.543000,VER,1,81.316,27.0,1.0,,,25.603,28.211,27.502,0 days 01:31:38.848000,0 days 01:32:07.059000,0 days 01:32:34.561000,218.0,258.0,273.0,288.0,False,MEDIUM,27.0,True,Red Bull Racing,0 days 01:31:13.227000,2025-05-18 13:38:47.142,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:33:56.122000,VER,1,81.579,28.0,1.0,,,25.731,28.414,27.434,0 days 01:33:00.292000,0 days 01:33:28.706000,0 days 01:33:56.140000,217.0,257.0,274.0,288.0,False,MEDIUM,28.0,True,Red Bull Racing,0 days 01:32:34.543000,2025-05-18 13:40:08.458,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:35:28.850000,VER,1,92.728,29.0,1.0,,0 days 01:35:24.473000,25.677,28.968,38.083,0 days 01:34:21.817000,0 days 01:34:50.785000,0 days 01:35:28.868000,218.0,258.0,,141.0,False,MEDIUM,29.0,True,Red Bull Racing,0 days 01:33:56.122000,2025-05-18 13:41:30.037,126,1.0,False,,False,False,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:37:41.529000,VER,1,132.679,30.0,2.0,0 days 01:35:54.524000,,56.379,37.829,38.471,0 days 01:36:25.247000,0 days 01:37:03.076000,0 days 01:37:41.547000,120.0,176.0,156.0,230.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:35:28.850000,2025-05-18 13:43:02.765,6,1.0,False,,False,False,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:39:18.674000,VER,1,97.145,31.0,2.0,,,36.15,34.175,26.82,0 days 01:38:17.697000,0 days 01:38:51.872000,0 days 01:39:18.692000,126.0,256.0,274.0,286.0,False,HARD,2.0,True,Red Bull Racing,0 days 01:37:41.529000,2025-05-18 13:45:15.444,671,1.0,False,,False,False,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:40:39.004000,VER,1,80.33,32.0,2.0,,,25.835,27.8,26.695,0 days 01:39:44.527000,0 days 01:40:12.327000,0 days 01:40:39.022000,221.0,259.0,275.0,283.0,True,HARD,3.0,True,Red Bull Racing,0 days 01:39:18.674000,2025-05-18 13:46:52.589,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
0 days 01:41:59.351000,VER,1,80.347,33.0,2.0,,,25.75,27.934,26.663,0 days 01:41:04.772000,0 days 01:41:32.706000,0 days 01:41:59.369000,,259.0,275.0,285.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:40:39.004000,2025-05-18 13:48:12.919,1,1.0,False,,False,True,Emilia Romagna Grand Prix,2025-05-18,7,1.0,25.0
