Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RaceName,EventDate,Round,FinishPosition,Points
0 days 01:13:00.002000,VER,1,119.392,1.0,1.0,,,,20.705,55.25,,0 days 01:12:04.853000,0 days 01:13:00.058000,249.0,292.0,247.0,215.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 01:11:00.355000,2025-03-16 04:18:22.974,124,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:15:49.358000,VER,1,,2.0,1.0,,0 days 01:15:38.205000,58.141,37.976,73.205,0 days 01:13:58.233000,0 days 01:14:36.257000,0 days 01:15:49.446000,66.0,222.0,,210.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 01:13:00.002000,2025-03-16 04:20:22.621,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:18:31.526000,VER,1,,3.0,2.0,0 days 01:15:51.658000,0 days 01:18:20.223000,56.23,33.683,72.232,0 days 01:16:45.667000,0 days 01:17:19.489000,0 days 01:18:31.643000,78.0,203.0,,180.0,False,INTERMEDIATE,3.0,False,Red Bull Racing,0 days 01:15:49.358000,2025-03-16 04:23:11.977,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:21:07.226000,VER,1,,4.0,3.0,0 days 01:18:34.029000,0 days 01:20:56.543000,54.351,32.712,68.712,0 days 01:19:26.041000,0 days 01:19:58.680000,0 days 01:21:07.378000,103.0,240.0,,187.0,False,INTERMEDIATE,4.0,False,Red Bull Racing,0 days 01:18:31.526000,2025-03-16 04:25:54.145,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:23:30.835000,VER,1,143.609,5.0,4.0,0 days 01:21:09.534000,,53.513,32.627,57.469,0 days 01:22:00.795000,0 days 01:22:33.422000,0 days 01:23:30.891000,79.0,130.0,237.0,194.0,False,INTERMEDIATE,5.0,False,Red Bull Racing,0 days 01:21:07.226000,2025-03-16 04:28:29.845,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:25:50.489000,VER,1,139.654,6.0,4.0,,,47.887,33.228,58.539,0 days 01:24:18.778000,0 days 01:24:52.006000,0 days 01:25:50.545000,158.0,183.0,208.0,127.0,True,INTERMEDIATE,6.0,False,Red Bull Racing,0 days 01:23:30.835000,2025-03-16 04:30:53.454,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:28:06.936000,VER,1,136.447,7.0,4.0,,,45.898,29.735,60.814,0 days 01:26:36.443000,0 days 01:27:06.178000,0 days 01:28:06.992000,174.0,197.0,277.0,208.0,True,INTERMEDIATE,7.0,False,Red Bull Racing,0 days 01:25:50.489000,2025-03-16 04:33:13.108,41,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:29:43.766000,VER,1,96.83,8.0,4.0,,,35.249,20.145,41.436,0 days 01:28:42.241000,0 days 01:29:02.386000,0 days 01:29:43.822000,257.0,297.0,278.0,245.0,True,INTERMEDIATE,8.0,False,Red Bull Racing,0 days 01:28:06.936000,2025-03-16 04:35:29.555,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:31:18.081000,VER,1,94.315,9.0,4.0,,,33.85,19.608,40.857,0 days 01:30:17.672000,0 days 01:30:37.280000,0 days 01:31:18.137000,,301.0,279.0,258.0,True,INTERMEDIATE,9.0,False,Red Bull Racing,0 days 01:29:43.766000,2025-03-16 04:37:06.385,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:32:50.731000,VER,1,92.65,10.0,4.0,,,33.117,19.414,40.119,0 days 01:31:51.254000,0 days 01:32:10.668000,0 days 01:32:50.787000,259.0,302.0,278.0,263.0,True,INTERMEDIATE,10.0,False,Red Bull Racing,0 days 01:31:18.081000,2025-03-16 04:38:40.700,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:34:23.184000,VER,1,92.453,11.0,4.0,,,33.017,19.392,40.044,0 days 01:33:23.804000,0 days 01:33:43.196000,0 days 01:34:23.240000,,301.0,276.0,272.0,True,INTERMEDIATE,11.0,False,Red Bull Racing,0 days 01:32:50.731000,2025-03-16 04:40:13.350,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:35:54.775000,VER,1,91.591,12.0,4.0,,,32.767,19.302,39.522,0 days 01:34:56.007000,0 days 01:35:15.309000,0 days 01:35:54.831000,263.0,303.0,279.0,274.0,True,INTERMEDIATE,12.0,False,Red Bull Racing,0 days 01:34:23.184000,2025-03-16 04:41:45.803,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:37:26.046000,VER,1,91.271,13.0,4.0,,,32.572,19.292,39.407,0 days 01:36:27.403000,0 days 01:36:46.695000,0 days 01:37:26.102000,264.0,301.0,278.0,281.0,True,INTERMEDIATE,13.0,False,Red Bull Racing,0 days 01:35:54.775000,2025-03-16 04:43:17.394,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:38:56.685000,VER,1,90.639,14.0,4.0,,,32.137,19.124,39.378,0 days 01:37:58.239000,0 days 01:38:17.363000,0 days 01:38:56.741000,266.0,300.0,291.0,282.0,True,INTERMEDIATE,14.0,False,Red Bull Racing,0 days 01:37:26.046000,2025-03-16 04:44:48.665,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:40:27.013000,VER,1,90.328,15.0,4.0,,,31.945,18.879,39.504,0 days 01:39:28.686000,0 days 01:39:47.565000,0 days 01:40:27.069000,267.0,320.0,290.0,287.0,True,INTERMEDIATE,15.0,False,Red Bull Racing,0 days 01:38:56.685000,2025-03-16 04:46:19.304,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:41:57.605000,VER,1,90.592,16.0,4.0,,,31.921,19.071,39.6,0 days 01:40:58.990000,0 days 01:41:18.061000,0 days 01:41:57.661000,266.0,305.0,280.0,297.0,False,INTERMEDIATE,16.0,False,Red Bull Racing,0 days 01:40:27.013000,2025-03-16 04:47:49.632,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:43:30.997000,VER,1,93.392,17.0,4.0,,,32.432,19.003,41.957,0 days 01:42:30.093000,0 days 01:42:49.096000,0 days 01:43:31.053000,267.0,303.0,278.0,285.0,False,INTERMEDIATE,17.0,False,Red Bull Racing,0 days 01:41:57.605000,2025-03-16 04:49:20.224,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:45:03.166000,VER,1,92.169,18.0,4.0,,,32.55,18.956,40.663,0 days 01:44:03.603000,0 days 01:44:22.559000,0 days 01:45:03.222000,266.0,301.0,280.0,271.0,False,INTERMEDIATE,18.0,False,Red Bull Racing,0 days 01:43:30.997000,2025-03-16 04:50:53.616,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:46:35.105000,VER,1,91.939,19.0,4.0,,,32.547,19.002,40.39,0 days 01:45:35.769000,0 days 01:45:54.771000,0 days 01:46:35.161000,,300.0,280.0,273.0,False,INTERMEDIATE,19.0,False,Red Bull Racing,0 days 01:45:03.166000,2025-03-16 04:52:25.785,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:48:06.703000,VER,1,91.598,20.0,4.0,,,32.354,19.009,40.235,0 days 01:47:07.515000,0 days 01:47:26.524000,0 days 01:48:06.759000,269.0,300.0,279.0,275.0,False,INTERMEDIATE,20.0,False,Red Bull Racing,0 days 01:46:35.105000,2025-03-16 04:53:57.724,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:49:37.880000,VER,1,91.177,21.0,4.0,,,32.272,18.898,40.007,0 days 01:48:39.031000,0 days 01:48:57.929000,0 days 01:49:37.936000,,298.0,279.0,272.0,False,INTERMEDIATE,21.0,False,Red Bull Racing,0 days 01:48:06.703000,2025-03-16 04:55:29.322,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:51:08.920000,VER,1,91.04,22.0,4.0,,,32.48,18.943,39.617,0 days 01:50:10.416000,0 days 01:50:29.359000,0 days 01:51:08.976000,263.0,301.0,281.0,279.0,False,INTERMEDIATE,22.0,False,Red Bull Racing,0 days 01:49:37.880000,2025-03-16 04:57:00.499,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:52:39.606000,VER,1,90.686,23.0,4.0,,,32.099,18.912,39.675,0 days 01:51:41.075000,0 days 01:51:59.987000,0 days 01:52:39.662000,265.0,302.0,280.0,276.0,False,INTERMEDIATE,23.0,False,Red Bull Racing,0 days 01:51:08.920000,2025-03-16 04:58:31.539,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:54:10.584000,VER,1,90.978,24.0,4.0,,,32.243,18.994,39.741,0 days 01:53:11.905000,0 days 01:53:30.899000,0 days 01:54:10.640000,267.0,301.0,281.0,275.0,False,INTERMEDIATE,24.0,False,Red Bull Racing,0 days 01:52:39.606000,2025-03-16 05:00:02.225,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:55:41.429000,VER,1,90.845,25.0,4.0,,,32.279,18.911,39.655,0 days 01:54:42.919000,0 days 01:55:01.830000,0 days 01:55:41.485000,,301.0,281.0,278.0,False,INTERMEDIATE,25.0,False,Red Bull Racing,0 days 01:54:10.584000,2025-03-16 05:01:33.203,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:57:11.722000,VER,1,90.293,26.0,4.0,,,32.159,18.938,39.196,0 days 01:56:13.644000,0 days 01:56:32.582000,0 days 01:57:11.778000,266.0,301.0,281.0,286.0,True,INTERMEDIATE,26.0,False,Red Bull Racing,0 days 01:55:41.429000,2025-03-16 05:03:04.048,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:58:41.453000,VER,1,89.731,27.0,4.0,,,31.904,18.868,38.959,0 days 01:57:43.682000,0 days 01:58:02.550000,0 days 01:58:41.509000,270.0,303.0,282.0,283.0,True,INTERMEDIATE,27.0,False,Red Bull Racing,0 days 01:57:11.722000,2025-03-16 05:04:34.341,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:00:10.864000,VER,1,89.411,28.0,4.0,,,31.769,18.848,38.794,0 days 01:59:13.278000,0 days 01:59:32.126000,0 days 02:00:10.920000,272.0,301.0,283.0,286.0,True,INTERMEDIATE,28.0,False,Red Bull Racing,0 days 01:58:41.453000,2025-03-16 05:06:04.072,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:01:39.907000,VER,1,89.043,29.0,4.0,,,31.543,18.815,38.685,0 days 02:00:42.463000,0 days 02:01:01.278000,0 days 02:01:39.963000,270.0,301.0,283.0,289.0,True,INTERMEDIATE,29.0,False,Red Bull Racing,0 days 02:00:10.864000,2025-03-16 05:07:33.483,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:03:08.144000,VER,1,88.237,30.0,4.0,,,31.103,18.635,38.499,0 days 02:02:11.066000,0 days 02:02:29.701000,0 days 02:03:08.200000,271.0,300.0,282.0,292.0,True,INTERMEDIATE,30.0,False,Red Bull Racing,0 days 02:01:39.907000,2025-03-16 05:09:02.526,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:04:36.271000,VER,1,88.127,31.0,4.0,,,31.123,18.741,38.263,0 days 02:03:39.323000,0 days 02:03:58.064000,0 days 02:04:36.327000,270.0,297.0,284.0,288.0,True,INTERMEDIATE,31.0,False,Red Bull Racing,0 days 02:03:08.144000,2025-03-16 05:10:30.763,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:06:04.479000,VER,1,88.208,32.0,4.0,,,30.905,18.89,38.413,0 days 02:05:07.232000,0 days 02:05:26.122000,0 days 02:06:04.535000,,298.0,283.0,287.0,False,INTERMEDIATE,32.0,False,Red Bull Racing,0 days 02:04:36.271000,2025-03-16 05:11:58.890,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:07:32.525000,VER,1,88.046,33.0,4.0,,,30.905,18.81,38.331,,0 days 02:06:54.250000,0 days 02:07:32.581000,267.0,304.0,282.0,288.0,True,INTERMEDIATE,33.0,False,Red Bull Racing,0 days 02:06:04.479000,2025-03-16 05:13:27.098,12,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:09:41.123000,VER,1,128.598,34.0,4.0,,0 days 02:09:24.559000,38.569,29.499,60.53,0 days 02:08:11.150000,0 days 02:08:40.649000,0 days 02:09:41.179000,193.0,276.0,,,False,INTERMEDIATE,34.0,False,Red Bull Racing,0 days 02:07:32.525000,2025-03-16 05:14:55.144,24,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:11:45.631000,VER,1,124.508,35.0,5.0,0 days 02:09:43.218000,,46.794,27.33,50.384,0 days 02:10:27.973000,0 days 02:10:55.303000,0 days 02:11:45.687000,241.0,275.0,253.0,177.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 02:09:41.123000,2025-03-16 05:17:03.742,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:13:41.965000,VER,1,116.334,36.0,5.0,,,33.284,30.201,52.849,0 days 02:12:18.971000,0 days 02:12:49.172000,0 days 02:13:42.021000,257.0,257.0,123.0,247.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 02:11:45.631000,2025-03-16 05:19:08.250,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:16:24.799000,VER,1,,37.0,5.0,,,46.632,40.725,75.519,0 days 02:14:28.751000,0 days 02:15:09.480000,0 days 02:16:24.999000,104.0,129.0,199.0,160.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 02:13:41.965000,2025-03-16 05:21:04.584,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:18:42.709000,VER,1,137.91,38.0,5.0,,,40.652,41.364,55.894,0 days 02:17:05.507000,0 days 02:17:46.871000,0 days 02:18:42.765000,78.0,111.0,235.0,248.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 02:16:24.799000,2025-03-16 05:23:47.418,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:20:55.423000,VER,1,132.714,39.0,5.0,,,42.699,36.267,53.748,0 days 02:19:25.464000,0 days 02:20:01.731000,0 days 02:20:55.479000,97.0,191.0,236.0,201.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 02:18:42.709000,2025-03-16 05:26:05.328,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:23:06.921000,VER,1,131.498,40.0,5.0,,,43.488,33.721,54.289,0 days 02:21:38.967000,0 days 02:22:12.688000,0 days 02:23:06.977000,101.0,192.0,238.0,245.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 02:20:55.423000,2025-03-16 05:28:18.042,4,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:25:18.925000,VER,1,132.004,41.0,5.0,,,44.791,29.249,57.964,0 days 02:23:51.768000,0 days 02:24:21.017000,0 days 02:25:18.981000,168.0,215.0,289.0,200.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 02:23:06.921000,2025-03-16 05:30:29.540,41,3.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:26:44.242000,VER,1,85.317,42.0,5.0,,,30.288,18.886,36.143,0 days 02:25:49.269000,0 days 02:26:08.155000,0 days 02:26:44.298000,270.0,299.0,291.0,282.0,True,MEDIUM,8.0,True,Red Bull Racing,0 days 02:25:18.925000,2025-03-16 05:32:41.544,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:28:07.323000,VER,1,83.081,43.0,5.0,,,28.878,18.569,35.634,0 days 02:27:13.176000,0 days 02:27:31.745000,0 days 02:28:07.379000,278.0,298.0,293.0,297.0,True,MEDIUM,9.0,True,Red Bull Racing,0 days 02:26:44.242000,2025-03-16 05:34:06.861,1,3.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:29:34.112000,VER,1,86.789,44.0,5.0,,,28.766,18.154,39.869,0 days 02:28:36.145000,0 days 02:28:54.299000,0 days 02:29:34.168000,281.0,315.0,286.0,298.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 02:28:07.323000,2025-03-16 05:35:29.942,12,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:31:06.986000,VER,1,92.874,45.0,5.0,,,29.993,18.865,44.016,0 days 02:30:04.161000,0 days 02:30:23.026000,0 days 02:31:07.042000,274.0,292.0,281.0,277.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 02:29:34.112000,2025-03-16 05:36:56.731,21,1.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:32:59.592000,VER,1,112.606,46.0,5.0,,0 days 02:32:42.968000,31.037,19.186,62.383,0 days 02:31:38.079000,0 days 02:31:57.265000,0 days 02:32:59.648000,268.0,287.0,,266.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 02:31:06.986000,2025-03-16 05:38:29.605,1,5.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:35:06.805000,VER,1,127.213,47.0,6.0,0 days 02:33:01.788000,,40.7,31.56,54.953,0 days 02:33:40.348000,0 days 02:34:11.908000,0 days 02:35:06.861000,249.0,227.0,257.0,224.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 02:32:59.592000,2025-03-16 05:40:22.211,124,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:37:09.211000,VER,1,122.406,48.0,6.0,,,38.909,23.85,59.647,0 days 02:35:45.770000,0 days 02:36:09.620000,0 days 02:37:09.267000,247.0,117.0,168.0,192.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 02:35:06.805000,2025-03-16 05:42:29.424,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:39:34.103000,VER,1,144.892,49.0,6.0,,,51.981,32.432,60.479,0 days 02:38:01.248000,0 days 02:38:33.680000,0 days 02:39:34.159000,151.0,137.0,249.0,181.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 02:37:09.211000,2025-03-16 05:44:31.830,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:41:56.188000,VER,1,142.085,50.0,6.0,,,52.682,32.177,57.226,0 days 02:40:26.841000,0 days 02:40:59.018000,0 days 02:41:56.244000,145.0,206.0,252.0,127.0,False,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 02:39:34.103000,2025-03-16 05:46:56.722,4,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:44:10.067000,VER,1,133.879,51.0,6.0,,,47.272,29.576,57.031,0 days 02:42:43.516000,0 days 02:43:13.092000,0 days 02:44:10.123000,221.0,210.0,285.0,135.0,False,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 02:41:56.188000,2025-03-16 05:49:18.807,41,2.0,False,,False,False,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:45:43.931000,VER,1,93.864,52.0,6.0,,,34.079,19.408,40.377,0 days 02:44:44.202000,0 days 02:45:03.610000,0 days 02:45:43.987000,267.0,293.0,286.0,244.0,False,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 02:44:10.067000,2025-03-16 05:51:32.686,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:47:14.790000,VER,1,90.859,53.0,6.0,,,32.113,19.031,39.715,0 days 02:46:16.100000,0 days 02:46:35.131000,0 days 02:47:14.846000,270.0,292.0,286.0,273.0,False,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 02:45:43.931000,2025-03-16 05:53:06.550,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:48:43.890000,VER,1,89.1,54.0,6.0,,,31.437,18.688,38.975,0 days 02:47:46.283000,0 days 02:48:04.971000,0 days 02:48:43.946000,274.0,296.0,287.0,,False,INTERMEDIATE,8.0,True,Red Bull Racing,0 days 02:47:14.790000,2025-03-16 05:54:37.409,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:50:12.428000,VER,1,88.538,55.0,6.0,,,30.812,18.798,38.928,0 days 02:49:14.758000,0 days 02:49:33.556000,0 days 02:50:12.484000,276.0,302.0,299.0,284.0,False,INTERMEDIATE,9.0,True,Red Bull Racing,0 days 02:48:43.890000,2025-03-16 05:56:06.509,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:51:40.349000,VER,1,87.921,56.0,6.0,,,30.695,18.32,38.906,0 days 02:50:43.179000,0 days 02:51:01.499000,0 days 02:51:40.405000,282.0,321.0,300.0,280.0,False,INTERMEDIATE,10.0,True,Red Bull Racing,0 days 02:50:12.428000,2025-03-16 05:57:35.047,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 02:53:07.749000,VER,1,87.4,57.0,6.0,,,30.421,18.285,38.694,0 days 02:52:10.826000,0 days 02:52:29.111000,0 days 02:53:07.805000,,321.0,287.0,293.0,False,INTERMEDIATE,11.0,True,Red Bull Racing,0 days 02:51:40.349000,2025-03-16 05:59:02.968,1,2.0,False,,False,True,Australian Grand Prix,2025-03-16,1,2.0,18.0
0 days 01:00:45.351000,VER,1,102.249,1.0,1.0,,,,30.53,42.425,,0 days 01:00:03.038000,0 days 01:00:45.628000,278.0,274.0,258.0,314.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:59:02.863000,2025-03-23 07:03:38.698,12,6.0,False,,False,False,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:02:23.655000,VER,1,98.304,2.0,1.0,,,26.397,29.966,41.941,0 days 01:01:11.835000,0 days 01:01:41.801000,0 days 01:02:23.742000,282.0,271.0,263.0,337.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:00:45.351000,2025-03-23 07:05:21.186,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:04:01.957000,VER,1,98.302,3.0,1.0,,,26.331,29.992,41.979,0 days 01:02:50.073000,0 days 01:03:20.065000,0 days 01:04:02.044000,279.0,272.0,263.0,334.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:02:23.655000,2025-03-23 07:06:59.490,12,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:05:40.571000,VER,1,98.614,4.0,1.0,,,26.373,30.05,42.191,0 days 01:04:28.417000,0 days 01:04:58.467000,0 days 01:05:40.658000,278.0,271.0,257.0,316.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:04:01.957000,2025-03-23 07:08:37.792,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:07:19.466000,VER,1,98.895,5.0,1.0,,,26.6,30.175,42.12,0 days 01:06:07.258000,0 days 01:06:37.433000,0 days 01:07:19.553000,,270.0,258.0,314.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:05:40.571000,2025-03-23 07:10:16.406,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:08:58.245000,VER,1,98.779,6.0,1.0,,,26.542,30.116,42.121,0 days 01:07:46.095000,0 days 01:08:16.211000,0 days 01:08:58.332000,277.0,270.0,258.0,314.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:07:19.466000,2025-03-23 07:11:55.301,12,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:10:36.937000,VER,1,98.692,7.0,1.0,,,26.474,30.161,42.057,0 days 01:09:24.806000,0 days 01:09:54.967000,0 days 01:10:37.024000,,270.0,259.0,315.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:08:58.245000,2025-03-23 07:13:34.080,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:12:16.021000,VER,1,99.084,8.0,1.0,,,26.553,30.264,42.267,0 days 01:11:03.577000,0 days 01:11:33.841000,0 days 01:12:16.108000,279.0,269.0,256.0,317.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:10:36.937000,2025-03-23 07:15:12.772,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:13:55.250000,VER,1,99.229,9.0,1.0,,,26.712,30.193,42.324,0 days 01:12:42.820000,0 days 01:13:13.013000,0 days 01:13:55.337000,,270.0,257.0,316.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:12:16.021000,2025-03-23 07:16:51.856,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:15:34.314000,VER,1,99.064,10.0,1.0,,,26.578,30.209,42.277,0 days 01:14:21.915000,0 days 01:14:52.124000,0 days 01:15:34.401000,277.0,270.0,258.0,317.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:13:55.250000,2025-03-23 07:18:31.085,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:17:13.468000,VER,1,99.154,11.0,1.0,,,26.708,30.168,42.278,0 days 01:16:01.109000,0 days 01:16:31.277000,0 days 01:17:13.555000,280.0,270.0,258.0,315.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:15:34.314000,2025-03-23 07:20:10.149,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:18:52.095000,VER,1,98.627,12.0,1.0,,,26.523,29.905,42.199,0 days 01:17:40.078000,0 days 01:18:09.983000,0 days 01:18:52.182000,278.0,270.0,259.0,315.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:17:13.468000,2025-03-23 07:21:49.303,1,6.0,False,,False,True,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:20:34.705000,VER,1,102.61,13.0,1.0,,0 days 01:20:33.047000,26.203,29.569,46.838,0 days 01:19:18.385000,0 days 01:19:47.954000,0 days 01:20:34.792000,279.0,270.0,,315.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:18:52.095000,2025-03-23 07:23:27.930,1,6.0,False,,False,False,Chinese Grand Prix,2025-03-23,2,4.0,12.0
0 days 01:22:29.957000,VER,1,115.252,14.0,2.0,0 days 01:20:55.521000,,44.159,29.214,41.879,0 days 01:21:18.951000,0 days 01:21:48.165000,0 days 01:22:30.044000,278.0,269.0,259.0,312.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:20:34.705000,2025-03-23 07:25:10.540,1,11.0,False,,False,False,Chinese Grand Prix,2025-03-23,2,4.0,12.0
